cond_profile,protocol,scheme,metric,value,Q1,Q3,IQR,lower_bound,upper_bound,group_mean,group_median,timestamp,ratio_to_mean
highlat,IPsec,classic,latency_ms,612.64,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:56:45-05:00,1.02
highlat,WireGuard,classic,latency_ms,613.35,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:41:39-05:00,1.02
highlat,IPsec,hybrid,latency_ms,612.58,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:26:21-05:00,1.02
adverse,IPsec,hybrid,latency_ms,306.96,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:14:17-05:00,1.02
adverse,IPsec,classic,latency_ms,306.93,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:36:02-05:00,1.02
highlat,IPsec,classic,latency_ms,612.08,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:28:46-05:00,1.01
highlat,WireGuard,hybrid,latency_ms,612.74,603.62,604.02,0.41,599.56,608.08,603.92,603.81,2025-10-26T20:30:28-05:00,1.01
adverse,WireGuard,hybrid,latency_ms,307.27,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T17:27:32-05:00,1.01
highlat,OpenVPN,classic,latency_ms,612.0,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T21:40:53-05:00,1.01
highlat,OpenVPN,classic,latency_ms,611.95,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:00:15-05:00,1.01
highlat,IPsec,hybrid,latency_ms,611.11,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:47:18-05:00,1.01
highlat,OpenVPN,classic,latency_ms,611.86,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:56:33-05:00,1.01
highlat,WireGuard,hybrid,latency_ms,611.79,603.62,604.02,0.41,599.56,608.08,603.92,603.81,2025-10-26T19:09:17-05:00,1.01
highlat,IPsec,classic,latency_ms,610.86,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:34:40-05:00,1.01
highlat,OpenVPN,classic,latency_ms,611.69,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:22:51-05:00,1.01
highlat,IPsec,hybrid,latency_ms,610.91,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T14:21:43-05:00,1.01
highlat,WireGuard,classic,latency_ms,611.59,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:59:45-05:00,1.01
adverse,WireGuard,classic,latency_ms,306.8,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:00:56-05:00,1.01
highlat,IPsec,hybrid,latency_ms,610.79,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T14:14:35-05:00,1.01
highlat,IPsec,hybrid,latency_ms,610.74,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:20:52-05:00,1.01
highlat,IPsec,hybrid,latency_ms,610.73,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:16:38-05:00,1.01
adverse,WireGuard,hybrid,latency_ms,306.79,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T17:38:27-05:00,1.01
adverse,WireGuard,classic,latency_ms,306.74,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:11:18-05:00,1.01
highlat,IPsec,hybrid,latency_ms,610.65,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:29:54-05:00,1.01
highlat,IPsec,hybrid,latency_ms,610.48,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:43:44-05:00,1.01
highlat,WireGuard,classic,latency_ms,610.95,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:44:25-05:00,1.01
adverse,IPsec,hybrid,latency_ms,305.79,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:04:15-05:00,1.01
highlat,WireGuard,hybrid,latency_ms,610.95,603.62,604.02,0.41,599.56,608.08,603.92,603.81,2025-10-26T19:29:27-05:00,1.01
highlat,WireGuard,classic,latency_ms,610.78,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:41:41-05:00,1.01
adverse,WireGuard,classic,latency_ms,306.42,302.68,302.97,0.3,299.7,305.95,302.95,302.81,2025-10-24T10:11:38-05:00,1.01
adverse,WireGuard,hybrid,latency_ms,306.45,302.69,303.03,0.34,299.31,306.41,302.99,302.83,2025-10-26T18:02:43-05:00,1.01
highlat,OpenVPN,classic,latency_ms,610.38,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:53:48-05:00,1.01
highlat,WireGuard,classic,latency_ms,610.23,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:29:27-05:00,1.01
highlat,WireGuard,classic,latency_ms,610.15,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:43:16-05:00,1.01
highlat,IPsec,hybrid,latency_ms,609.39,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:29:50-05:00,1.01
adverse,WireGuard,classic,handshake_ms,306.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:02-05:00,1.01
highlat,IPsec,classic,latency_ms,609.17,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:57:16-05:00,1.01
highlat,IPsec,classic,latency_ms,609.02,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:50:23-05:00,1.01
adverse,IPsec,hybrid,latency_ms,305.21,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:52:11-05:00,1.01
adverse,IPsec,classic,latency_ms,305.13,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:39:02-05:00,1.01
highlat,WireGuard,classic,latency_ms,609.63,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:44:47-05:00,1.01
highlat,WireGuard,classic,latency_ms,609.58,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T11:01:50-05:00,1.01
highlat,WireGuard,classic,latency_ms,609.58,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T11:04:40-05:00,1.01
highlat,IPsec,hybrid,latency_ms,608.78,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:36:56-05:00,1.01
adverse,IPsec,hybrid,latency_ms,305.04,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:50:45-05:00,1.01
highlat,WireGuard,classic,latency_ms,609.4,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:43:01-05:00,1.01
highlat,IPsec,classic,latency_ms,608.5,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:42:57-05:00,1.01
highlat,IPsec,classic,latency_ms,608.45,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:31:25-05:00,1.01
highlat,IPsec,classic,latency_ms,608.43,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:23:38-05:00,1.01
highlat,WireGuard,classic,latency_ms,609.17,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:35:46-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.84,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:39:21-05:00,1.01
highlat,OpenVPN,classic,latency_ms,609.06,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:50:12-05:00,1.01
highlat,IPsec,classic,latency_ms,608.2,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:58:00-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.78,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:00:56-05:00,1.01
highlat,IPsec,classic,latency_ms,608.02,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:31:30-05:00,1.01
highlat,WireGuard,hybrid,latency_ms,608.88,603.62,604.02,0.41,599.56,608.08,603.92,603.81,2025-10-26T20:43:08-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.71,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:08:59-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.71,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T12:14:30-05:00,1.01
highlat,IPsec,classic,latency_ms,607.91,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:06:16-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.61,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:41:58-05:00,1.01
highlat,WireGuard,classic,latency_ms,608.55,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:41:43-05:00,1.01
adverse,IPsec,classic,latency_ms,304.57,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:27:42-05:00,1.01
highlat,IPsec,hybrid,latency_ms,607.8,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:24:25-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.56,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:31:08-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.56,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:47:07-05:00,1.01
highlat,WireGuard,classic,latency_ms,608.4,603.51,603.86,0.35,600.01,607.36,603.84,603.66,2025-10-24T10:43:18-05:00,1.01
adverse,IPsec,classic,latency_ms,304.43,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:48:52-05:00,1.01
adverse,IPsec,classic,latency_ms,304.43,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T12:22:00-05:00,1.01
highlat,IPsec,classic,latency_ms,607.46,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:42:56-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.42,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:33:35-05:00,1.01
highlat,WireGuard,hybrid,latency_ms,608.26,603.62,604.02,0.41,599.56,608.08,603.92,603.81,2025-10-26T19:32:42-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.4,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:27:28-05:00,1.01
highlat,IPsec,classic,latency_ms,607.34,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:04:02-05:00,1.01
adverse,IPsec,classic,latency_ms,304.35,302.04,302.25,0.2,300.0,304.29,302.22,302.15,2025-10-25T11:41:25-05:00,1.01
highlat,OpenVPN,classic,latency_ms,608.18,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T21:11:57-05:00,1.01
highlat,IPsec,hybrid,latency_ms,607.4,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:37:58-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.37,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:44:42-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.37,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:44:24-05:00,1.01
highlat,OpenVPN,classic,latency_ms,608.14,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:27:28-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.36,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:27:46-05:00,1.01
highlat,IPsec,hybrid,latency_ms,607.37,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:29:29-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.35,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:39:58-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.34,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:09:36-05:00,1.01
adverse,WireGuard,classic,handshake_ms,305.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:22-05:00,1.01
adverse,WireGuard,classic,handshake_ms,305.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:46-05:00,1.01
adverse,WireGuard,classic,handshake_ms,305.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:06-05:00,1.01
adverse,WireGuard,classic,handshake_ms,305.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:15-05:00,1.01
adverse,WireGuard,classic,handshake_ms,305.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:39-05:00,1.01
adverse,WireGuard,classic,handshake_ms,305.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:01-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.33,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:37:06-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.31,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:38:27-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.31,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:21:40-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.3,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:51:52-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.3,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T12:04:00-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.28,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:05:11-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.28,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:54:27-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.26,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:47:45-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.24,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:36:18-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.23,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:32:40-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.2,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:16:54-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.2,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:15:03-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.18,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:22:09-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.18,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T09:55:09-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.14,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T11:57:21-05:00,1.01
adverse,IPsec,hybrid,latency_ms,304.13,301.88,302.09,0.2,299.86,304.11,302.24,301.97,2025-10-27T10:53:14-05:00,1.01
highlat,IPsec,hybrid,latency_ms,606.87,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:25:23-05:00,1.01
highlat,IPsec,hybrid,latency_ms,606.8,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:48:28-05:00,1.01
highlat,OpenVPN,classic,latency_ms,607.54,603.52,603.86,0.35,600.07,607.32,603.91,603.66,2025-10-24T22:36:02-05:00,1.01
highlat,IPsec,classic,latency_ms,606.58,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:41:48-05:00,1.01
highlat,IPsec,hybrid,latency_ms,606.66,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:37:36-05:00,1.01
highlat,IPsec,classic,latency_ms,606.52,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T13:38:51-05:00,1.01
highlat,IPsec,classic,latency_ms,606.12,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:58:23-05:00,1.01
highlat,IPsec,classic,latency_ms,605.99,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:13:28-05:00,1.0
highlat,IPsec,hybrid,latency_ms,606.01,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:56:59-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.85,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:09:27-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.84,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:33:27-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.84,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:11:44-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.8,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:21:21-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.8,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:58:49-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.78,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:35:41-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.78,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:11:53-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.72,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T20:59:09-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.7,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T19:16:37-05:00,1.0
highlat,IPsec,hybrid,latency_ms,605.66,602.57,602.85,0.28,599.78,605.64,603.15,602.69,2025-10-27T21:12:15-05:00,1.0
highlat,IPsec,classic,latency_ms,605.42,602.72,602.95,0.23,600.39,605.27,603.06,602.83,2025-10-25T14:08:47-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:35-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:06:54-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:46-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:12-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:15:36-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:28-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:33-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:54-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:45-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:45-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:26-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:08-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:04:39-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:16:51-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:34-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:07-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:05:09-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:03-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:55:28-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:16-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:14:24-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:58:51-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:08:15-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:14-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:36-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:05-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:08:55-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:59:33-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:02:59-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:58:07-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:08:08-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:57:50-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:34-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:36-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:43-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:54:55-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:56:10-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:55:02-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:53-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:03:05-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:00:41-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:10:56-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:04-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:01:46-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:06-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:59-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:13:28-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:34-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:12:29-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:42-05:00,1.0
adverse,WireGuard,classic,handshake_ms,304.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:11:52-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:53-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:56-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:46-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:30-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:28-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:14-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:41-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:25-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:52:23-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:12-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:15-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T10:07:44-05:00,1.0
adverse,WireGuard,classic,handshake_ms,302.0,303.0,303.0,0.0,303.0,303.0,302.9,303.0,2025-10-24T09:53:54-05:00,1.0
